"","ID","Start_Year","End_Year","Length","R_Linear","R_Quar","R_Exponen","Correlation","pvalue"
"1120","82001000","1992","2016","25","0.0091","0.4494","0.0091","0.095","0.6508"
"1121"," "," "," "," "," "," "," "," "," "
"1122","82001400","1996","2016","21","0.0015","0.8823","0.0015","0.039","0.8658"
"1123"," "," "," "," "," "," "," "," "," "
"1124","82001500","1996","2016","21","2e-04","0.1504","2e-04","0.013","0.9566"
"1125"," "," "," "," "," "," "," "," "," "
"1126","82001600","1996","2016","21","0.0028","0.7582","0.0028","-0.053","0.8195"
"1127"," "," "," "," "," "," "," "," "," "
"1128","82001700","1996","2016","21","0.1029","0.1353","0.1029","0.321","0.1562"
"1129"," "," "," "," "," "," "," "," "," "
"1130","82001800","1995","2016","22","0.0079","0.0358","0.0079","0.089","0.6949"
"1131"," "," "," "," "," "," "," "," "," "
"1132","82001900","1995","2016","22","0.0382","0.551","0.0382","0.195","0.3834"
"1133"," "," "," "," "," "," "," "," "," "
"1134","82002000","1996","2016","21","0.1012","0.0964","0.1012","0.318","0.1599"
"1135"," "," "," "," "," "," "," "," "," "
"1136","82002100","1996","2016","21","0.0539","0.5428","0.0539","0.232","0.3112"
"1137"," "," "," "," "," "," "," "," "," "
"1138","82002300","1996","2016","21","0.0024","0.0083","0.0024","-0.049","0.8322"
"1139"," "," "," "," "," "," "," "," "," "
"1140","82002500","1996","2016","21","2e-04","0.886","2e-04","-0.014","0.9508"
"1141"," "," "," "," "," "," "," "," "," "
"1142","82002800","1997","2016","20","0.007","0.5927","0.007","0.084","0.7256"
"1143"," "," "," "," "," "," "," "," "," "
"1144","82003000","1995","2016","22","0.0492","0.0851","0.0492","0.222","0.3211"
"1145"," "," "," "," "," "," "," "," "," "
"1146","82003100","1999","2016","18","0.0421","0.5092","0.0421","0.205","0.4138"
"1147"," "," "," "," "," "," "," "," "," "
"1148","82003500","1995","2016","22","0.0128","0.1204","0.0128","0.113","0.6163"
"1149"," "," "," "," "," "," "," "," "," "
"1150","82003600","1995","2016","22","0.0196","0.1379","0.0196","0.14","0.5347"
"1151"," "," "," "," "," "," "," "," "," "
"1152","82004200","1998","2016","19","0.0013","0.6751","0.0013","0.036","0.8838"
"1153"," "," "," "," "," "," "," "," "," "
"1154","82004400","1995","2016","22","0.0068","0.1662","0.0068","0.082","0.7158"
"1155"," "," "," "," "," "," "," "," "," "
"1156","82004600","1993","2016","24","0.001","0.0871","0.001","-0.031","0.886"
"1157"," "," "," "," "," "," "," "," "," "
"1158","82004800","1996","2016","21","2e-04","0.1699","2e-04","-0.016","0.9464"
"1159"," "," "," "," "," "," "," "," "," "
"1160","82004900","1995","2016","22","0.0105","0.0291","0.0105","0.102","0.6506"
"1161"," "," "," "," "," "," "," "," "," "
"1162","82005200","1991","2016","26","0.0972","0.3234","0.0971","0.312","0.121"
"1163"," "," "," "," "," "," "," "," "," "
"1164","82005400","1994","2016","23","0.0399","0.0615","0.0399","0.2","0.3608"
"1165"," "," "," "," "," "," "," "," "," "
"1166","82005900","1993","2016","24","0.0136","0.7495","0.0136","0.117","0.5875"
"1167"," "," "," "," "," "," "," "," "," "
"1168","82006400","1998","2016","19","0.0078","0.2279","0.0078","0.088","0.7192"
"1169"," "," "," "," "," "," "," "," "," "
"1170","82006500","1998","2016","19","0.0265","0.0365","0.0265","0.163","0.5054"
"1171"," "," "," "," "," "," "," "," "," "
"1172","82006700","1996","2016","21","0.0049","0.2239","0.0049","-0.07","0.7641"
"1173"," "," "," "," "," "," "," "," "," "
"1174","82006800","1998","2016","19","0.0394","0.6126","0.0393","0.198","0.4153"
"1175"," "," "," "," "," "," "," "," "," "
"1176","82007200","1998","2016","19","0.0154","0.8106","0.0154","0.124","0.6128"
"1177"," "," "," "," "," "," "," "," "," "
"1178","82007400","1990","2016","27","0.0051","0.8162","0.0051","0.072","0.7226"
"1179"," "," "," "," "," "," "," "," "," "
"1180","82007600","1997","2016","20","0.0056","0.3237","0.0056","0.075","0.7547"
"1181"," "," "," "," "," "," "," "," "," "
"1182","82007700","1998","2016","19","0.0092","0.4976","0.0092","0.096","0.6962"
"1183"," "," "," "," "," "," "," "," "," "
"1184","82008000","1990","2016","27","0.0014","0.0272","0.0013","0.037","0.8555"
"1185"," "," "," "," "," "," "," "," "," "
"1186","82008700","1999","2016","18","0.0325","0.0751","0.0325","-0.18","0.474"
"1187"," "," "," "," "," "," "," "," "," "
"1188","82008900","1999","2016","18","0.1794","0.2078","0.1793","0.424","0.0798"
"1189"," "," "," "," "," "," "," "," "," "
"1190","82009000","1999","2016","18","0.2112","0.4086","0.2112","0.46","0.055"
"1191"," "," "," "," "," "," "," "," "," "
"1192","82009100","1990","2016","27","0.2134","0.4799","0.2134","0.462","0.0153"
"1193"," "," "," "," "," "," "," "," "," "
"1194","82009200","1999","2016","18","0.0358","0.5106","0.0358","0.189","0.452"
"1195"," "," "," "," "," "," "," "," "," "
"1196","82009300","2003","2016","14","0.001","0.0798","0.001","0.031","0.9149"
"1197"," "," "," "," "," "," "," "," "," "
"1198","82009400","1999","2016","18","0.2948","0.4088","0.2948","0.543","0.0199"
"1199"," "," "," "," "," "," "," "," "," "
"1200","82010400","1990","2016","27","0.0164","0.4106","0.0164","0.128","0.5246"
"1201"," "," "," "," "," "," "," "," "," "
"1202","82010600","1990","2016","27","0.0272","0.3611","0.0271","0.165","0.4114"
"1203"," "," "," "," "," "," "," "," "," "
"1204","82010700","1999","2016","18","0.0316","0.91","0.0316","0.178","0.4805"
"1205"," "," "," "," "," "," "," "," "," "
"1206","82010900","1990","2008","19","0.1041","0.5005","0.104","0.323","0.1779"
"1207"," "," "," "," "," "," "," "," "," "
"1208","82011000","1990","2016","27","0.0238","0.7773","0.0238","-0.154","0.4423"
"1209"," "," "," "," "," "," "," "," "," "
"1210","82011500","1990","2016","27","0.0371","0.0473","0.0371","0.193","0.3356"
"1211"," "," "," "," "," "," "," "," "," "
"1212","82011602","1999","2016","18","0.3881","0.4087","0.3881","0.623","0.0058"
"1213"," "," "," "," "," "," "," "," "," "
"1214","82011800","1990","2016","27","0.0532","0.2454","0.0532","0.231","0.2469"
"1215"," "," "," "," "," "," "," "," "," "
"1216","82012000","1997","2016","20","0.0815","0.1842","0.0813","0.285","0.2226"
"1217"," "," "," "," "," "," "," "," "," "
"1218","82012100","1998","2016","19","0.0574","0.5291","0.0572","0.24","0.3232"
"1219"," "," "," "," "," "," "," "," "," "
"1220","82012200","1998","2016","19","0.0328","0.1451","0.0328","0.181","0.4578"
"1221"," "," "," "," "," "," "," "," "," "
"1222","82012300","1997","2016","20","0.0057","0.9257","0.0057","0.076","0.7511"
"1223"," "," "," "," "," "," "," "," "," "
"1224","82012500","1997","2016","20","0.0206","0.699","0.0206","0.144","0.5457"
"1225"," "," "," "," "," "," "," "," "," "
"1226","82012600","1996","2016","21","0.0202","0.5962","0.0201","0.142","0.5389"
"1227"," "," "," "," "," "," "," "," "," "
"1228","82012800","1998","2016","19","0.037","0.7081","0.037","0.192","0.4302"
"1229"," "," "," "," "," "," "," "," "," "
"1230","82013200","1996","2016","21","0.0036","0.6695","0.0035","-0.06","0.7973"
"1231"," "," "," "," "," "," "," "," "," "
"1232","82013300","1993","2016","24","0.1291","0.3817","0.1291","0.359","0.0846"
"1233"," "," "," "," "," "," "," "," "," "
"1234","82013600","1998","2016","19","0.0282","0.3637","0.0282","0.168","0.4918"
"1235"," "," "," "," "," "," "," "," "," "
"1236","82013700","1999","2016","18","0.2276","0.2345","0.2276","0.477","0.0453"
"1237"," "," "," "," "," "," "," "," "," "
"1238","82013800","1998","2016","19","0.1129","0.1245","0.1128","0.336","0.1595"
"1239"," "," "," "," "," "," "," "," "," "
"1240","82014000","1990","2016","27","8e-04","0.3999","8e-04","0.028","0.8899"
"1241"," "," "," "," "," "," "," "," "," "
"1242","82014600","1998","2016","19","0.022","0.6738","0.022","0.148","0.5448"
"1243"," "," "," "," "," "," "," "," "," "
"1244","82014700","1997","2011","15","0.1109","0.2488","0.1109","0.333","0.2251"
"1245"," "," "," "," "," "," "," "," "," "
"1246","82014800","1998","2016","19","0.0024","0.9506","0.0024","0.049","0.8406"
"1247"," "," "," "," "," "," "," "," "," "
"1248","82015100","1995","2016","22","0.0029","0.8237","0.0029","-0.053","0.8131"
"1249"," "," "," "," "," "," "," "," "," "
"1250","82015300","1992","2016","25","0.0179","0.7632","0.0179","0.134","0.5238"
"1251"," "," "," "," "," "," "," "," "," "
"1252","82015500","1998","2016","19","0.015","0.8482","0.0149","0.122","0.618"
"1253"," "," "," "," "," "," "," "," "," "
"1254","82015900","1990","2016","27","0.087","0.0867","0.0871","0.295","0.1352"
"1255"," "," "," "," "," "," "," "," "," "
"1256","82016200","1996","2010","15","0.0312","0.0561","0.0312","0.177","0.5288"
"1257"," "," "," "," "," "," "," "," "," "
"1258","82016600","1990","2016","27","0.0376","0.103","0.0376","0.194","0.3323"
"1259"," "," "," "," "," "," "," "," "," "
"1260","82030500","1997","2016","20","0.1209","0.2319","0.121","0.348","0.1331"
"1261"," "," "," "," "," "," "," "," "," "
"1262","82031600","2000","2016","17","0.0037","0.0122","0.0037","0.061","0.8154"
"1263"," "," "," "," "," "," "," "," "," "
"1264","82031800","1997","2016","20","0.1441","0.6109","0.1439","0.38","0.0988"
"1265"," "," "," "," "," "," "," "," "," "
"1266","82033400","1995","2016","22","0.0057","0.6205","0.0058","0.076","0.7378"
"1267"," "," "," "," "," "," "," "," "," "
"1268","82034900","1998","2016","19","0.06","0.526","0.0599","0.245","0.3123"
"1269"," "," "," "," "," "," "," "," "," "
"1270","82036800","2002","2016","15","0.0599","0.0883","0.06","0.245","0.3793"
"1271"," "," "," "," "," "," "," "," "," "
"1272","82045600","1999","2016","18","0.0226","0.2807","0.0225","0.15","0.5517"
"1273"," "," "," "," "," "," "," "," "," "
"1274","83002100","1991","2016","26","0.1105","0.2784","0.1105","0.332","0.0971"
"1275"," "," "," "," "," "," "," "," "," "
"1276","83003600","2000","2016","17","0.0688","0.1009","0.0688","0.262","0.3092"
"1277"," "," "," "," "," "," "," "," "," "
"1278","83004000","1990","2016","27","0.0207","0.0611","0.0207","0.144","0.4741"
"1279"," "," "," "," "," "," "," "," "," "
"1280","83004300","1990","2016","27","0.0246","0.0419","0.0247","0.157","0.4348"
"1281"," "," "," "," "," "," "," "," "," "
"1282","86001100","1990","2016","27","0.0028","0.8069","0.0028","-0.053","0.7943"
"1283"," "," "," "," "," "," "," "," "," "
"1284","86002300","1990","2016","27","0.0212","0.7117","0.0212","-0.146","0.4688"
"1285"," "," "," "," "," "," "," "," "," "
"1286","86005300","1990","2016","27","0.0016","0.8153","0.0016","-0.04","0.842"
"1287"," "," "," "," "," "," "," "," "," "
"1288","86006600","1993","2016","24","0.0046","0.0686","0.0045","-0.067","0.7541"
"1289"," "," "," "," "," "," "," "," "," "
"1290","86009000","1990","2009","20","0.0015","0.0315","0.0015","-0.039","0.8692"
"1291"," "," "," "," "," "," "," "," "," "
"1292","86013400","1990","2016","27","5e-04","0.6787","5e-04","0.023","0.9105"
"1293"," "," "," "," "," "," "," "," "," "
"1294","86014600","1995","2016","22","0.0959","0.3054","0.0959","0.31","0.1608"
"1295"," "," "," "," "," "," "," "," "," "
"1296","86019300","1997","2016","20","0.0091","0.133","0.0091","0.095","0.6888"
"1297"," "," "," "," "," "," "," "," "," "
"1298","86021700","2002","2016","15","0.3686","0.3818","0.3687","0.607","0.0164"
"1299"," "," "," "," "," "," "," "," "," "
"1300","86022300","1990","2016","27","1e-04","0.5297","1e-04","-0.012","0.9529"
"1301"," "," "," "," "," "," "," "," "," "
"1302","86023000","1991","2016","26","0.0018","0.0315","0.0018","-0.042","0.8371"
"1303"," "," "," "," "," "," "," "," "," "
"1304","86023300","1999","2016","18","0.0651","0.0721","0.0651","0.255","0.307"
"1305"," "," "," "," "," "," "," "," "," "
"1306","86023400","1999","2016","18","0.2132","0.1977","0.2132","0.462","0.0538"
"1307"," "," "," "," "," "," "," "," "," "
"1308","86028900","1990","2016","27","0.2012","0.2037","0.2011","0.449","0.0189"
"1309"," "," "," "," "," "," "," "," "," "
"1310","86029300","1997","2016","20","0.0626","0.0707","0.0626","0.25","0.2875"
"1311"," "," "," "," "," "," "," "," "," "
