"","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"69084200","1272.7","NaN","NaN","1272.745","1272.576","1272.745","1272.794","1272.459","1272.265","1272.504","1272.242","1272.156","1271.629","1271.198","1272.629","1272.351","1272.029","1272.466","1272.593","1272.362","1272.53","1272.649","1272.971","1272.401","1272.691","1272.556","1272.497","1272.756"
"69084800","NaN","NaN","NaN","1322.961","1322.93","1322.744","1322.869","1322.687","1322.669","1323.029","1322.858","1322.595","1323.039","1322.964","1322.961","1322.684","1322.303","1322.705","1322.884","1322.791","1323.027","1323.18","1322.855","1322.693","1322.835","1322.816","1322.767","1322.993"
"69088700","NaN","1326.32","1326.207","1326.2","1326.322","1326.292","1326.09","1326.39","1326.017","1326.159","1325.98","1325.955","1326.191","1325.924","1326.105","1326.074","1325.57","1325.953","1326.053","1325.886","1326.035","1326.119","1326.168","1325.957","1326.015","1325.771","1325.98","1326.44"
"69089100","NaN","NaN","1373.213","1373.493","1373.892","1373.661","1374.808","1374.802","1373.724","1373.863","1373.478","1373.662","1373.466","1372.999","1372.619","1372.859","1372.528","1371.931","1372.811","1372.697","1372.156","1372.568","1372.877","1372.932","1373.1","1372.552","1372.969","1373.21"
"69093200","1371.156","1371.5","1371.5","1371.856","1372.158","1371.442","1371.819","1371.473","1370.972","1372.063","1371.07","1371.598","1371.544","1371.237","1371.555","1371.345","1370.72","1371.593","1371.648","1371.24","1371.277","1371.804","1371.885","1371.471","1372.087","1371.46","1372.076","1371.464"
"69093900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","601.79","601.957","602.267","602.83","602.63","NaN","602.98"
"69097500","NaN","NaN","NaN","NaN","NaN","880.2","NaN","NaN","NaN","NaN","882.264","881.666","881.616","NaN","881.041","881.388","881.19","880.93","881.2","880.38","881.782","881.674","881.253","881.518","881.69","881.502","NaN","NaN"
"70001600","NaN","NaN","NaN","NaN","NaN","881.82","NaN","NaN","NaN","NaN","NaN","881.966","882.415","882.085","881.28","881.439","881.67","880.799","881.349","880.17","881.308","881.845","881.379","881.822","882.026","881.43","NaN","NaN"
"70001700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","932.54","NaN","931.952","933.235","931.533","931.341","931.554","930.71","930.93","931.043","930.777","931.578","931.394","931.602","931.654","931.587","931.28","NaN","NaN"
"70001800","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","892.901","893.539","894.61","893.213","892.04","893.98","891.846","NaN","NaN","887.868","887.918","891.17","890.875","891.069","891.855","NaN","893.174","895.385"
"70002100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","964.382","963.418","964.532","963.985","964.71","963.6","963.79","964.898","964.288","964.118","963.1","963.916","965.2","964.922","965.445","966.291","965.6","965.688","965.983"
"70005000","911.15","NaN","911.162","911.165","910.506","910.535","910.107","910.575","910.665","910.522","909.966","910.101","910.678","909.79","909.954","909.783","909.688","909.844","909.603","909.522","910.325","910.214","909.983","910.366","911.847","910.703","910.731","911.098"
"70005400","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","946.402","946.73","NaN","946.293","946.847","946.488","946.38","946.367","946.087","946.651","946.735","946.424","946.669","946.709","946.596","946.57","946.801"
"70006900","898.018","900.126","902.353","903.491","902.453","902.622","901.93","902.721","903.026","903.117","902.303","902.485","902.219","902.198","901.79","901.663","901.749","901.46","901.74","899.601","901.484","902.628","902.123","902.577","903.493","902.11","902.529","902.742"
"70007200","NaN","NaN","NaN","NaN","NaN","NaN","747.43","747.58","NaN","NaN","746.1","748.15","NaN","747.268","746.763","746.793","746.7","746.646","746.828","746.11","746.935","748.21","NaN","747.59","747.753","747.785","748.237","748.101"
"70007400","NaN","NaN","NaN","NaN","NaN","821.58","NaN","NaN","NaN","NaN","NaN","823.58","821.718","822.199","NaN","820.98","820.791","819.833","820.402","820.061","820.999","821.928","820.697","821.089","822.25","NaN","820.835","821.818"
"70007600","943.435","NaN","NaN","NaN","NaN","943.57","943.439","943.593","943.658","943.65","943.352","943.66","943.707","943.53","943.4","943.496","943.24","942.75","943.206","943.099","943.489","943.413","943.234","943.365","943.233","943.375","943.412","943.56"
"70009100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","873.996","874.961","873.33","NaN","874.788","873.48","876.345","875.295","NaN","875.707","875.004","874.927","875.202","875.095","874.548","NaN","NaN"
"70025901","963.106","962.67","NaN","961.59","NaN","961.955","961.43","NaN","960.91","962.163","960.855","961.984","962.641","961.283","961.326","961.555","960.89","960.83","962.05","NaN","NaN","961.49","961.244","960.834","962.261","NaN","NaN","NaN"
"71014100","964.21","963.25","962.74","NaN","NaN","NaN","NaN","962.33","NaN","NaN","NaN","NaN","NaN","962.798","963.104","NaN","962.676","962.685","962.832","962.64","NaN","963.16","962.794","962.87","963.264","963","962.907","963.01"
"71014600","963.544","963.14","962.894","962.738","962.698","962.816","962.682","962.767","962.545","962.78","962.527","962.81","963.62","961.89","962.831","963.195","962.651","962.666","962.836","962.659","962.901","963.093","962.864","962.932","963.29","963.038","963.066","963.117"
"71014700","NaN","NaN","NaN","980.543","980.99","980.633","978.411","978.502","977.885","977.385","976.086","977.033","977.949","978.822","978.278","979.748","981.041","980.428","980.161","979.964","980.716","982.148","981.375","980.935","981.772","981.515","981.263","981.52"
"71015900","NaN","992.09","993.561","994.669","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","992.457","993.02","992.752","992.57","993.782","990.767","991.052","992.98","992.958","993.143","993.485","991.685","993.491","993.279"
"72005000","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1028.415","1027.245","1026.334","1027.061","1026.244","1026.515","1026.554","1027.691","1027.079","1026.357","1026.43","1025.902","1027.564","1028.039","1027.182","1027.311","1028.293","1027.517","1027.477","1026.679"
"72009300","NaN","975.8","NaN","975.64","975.65","975.114","975.217","975.68","975.27","975.459","975.123","975.164","975.881","975.46","NaN","975.836","975.46","975.8","975.108","NaN","975.72","NaN","NaN","975.182","975.875","975.607","975.476","975.327"
"73000400","1007.1","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1006.47","1006.343","1006.253","1006.137","1006.955","1006.557","1006.552","1006.735","1006.418","1006.44","1006.551","NaN","1006.669","1006.849","1007.01","1006.47","1006.956","NaN","NaN","NaN"
"73001400","1111.25","1112.715","NaN","1112.855","NaN","NaN","1113.4","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1115.485","NaN","1112.62","1113.41","NaN","NaN","NaN"
"73002300","1129.1","NaN","1131.35","1132.67","NaN","NaN","NaN","NaN","1131.88","1131.182","1129.504","1129.336","1130.534","1132.194","1131.49","1131.337","1132.06","1131.53","1131.104","NaN","1133.129","NaN","1133.376","1133.346","1133.684","1133.724","1133.567","NaN"
"73003500","1116.316","1116.417","1116.369","1116.315","1116.1","1116.275","1116.22","1116.07","1116.102","1116.061","1115.909","NaN","NaN","1116.36","NaN","1116.559","1116.046","1116.09","1116.222","1116.225","1116.38","1117.02","NaN","1116.39","1116.363","1116.03","NaN","NaN"
"73003700","1091.3","1093.42","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1093.1","NaN","NaN","NaN","1093.782","1093.642","1093.553","1093.538","1093.103","1093.641","1093.68","1093.953","1094.237","1093.392","1093.574","1094.17","NaN","NaN","NaN"
"73005100","1105.308","1105.392","1104.997","1105.385","1105.307","1105.304","1105.069","1105.067","1105.052","1104.902","1104.965","1105.44","1105.294","1105","1105.149","1105.046","1106.304","1104.636","1105.173","1105.1","1105.133","1105.519","1104.985","1105.26","1105.853","1105.075","1105.103","1105.181"
"73005500","NaN","NaN","NaN","NaN","NaN","NaN","1101.898","1102.545","1102.652","1102.241","1102.099","1102.101","1102.711","1102.327","1102.467","1102.353","1101.989","1101.933","1102.39","1102.616","1102.738","1102.863","1102.345","1102.83","1102.72","1102.487","NaN","NaN"
"73006400","NaN","1044.09","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1044.876","1044.727","1044.983","1045.75","1044.961","1045.261","1045.197","1044.928","1044.605","1045.326","1045.201","1045.193","1045.715","1045.074","1045.048","1045.417","1045.342","1045.217","NaN"
"73007200","1085.724","1086.22","1086.6","1086.703","1085.8","1086.5","1086.47","NaN","NaN","NaN","NaN","1086.076","1086.298","1086.18","1085.956","1086.239","1085.625","1085.596","1085.896","1085.971","1087.015","1086.763","1086.039","1086.326","1087.29","NaN","NaN","NaN"
"73008600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1148.417","1147.22","1147.415","1147.946","1148.192","1148.031","1148.095","1147.87","1147.124","1147.195","1147.405","1147.85","1148.862","1148.146","1147.991","1148.585","1148.194","1148.128","1148.425"
"73009700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1141.425","1140.08","1140.744","NaN","NaN","NaN","NaN","1141","1140.295","1140.851","NaN","NaN","1142.016","1140.368","1140.958","1141.414","1140.651","1140.945","NaN"
"73010000","NaN","1184.5","NaN","NaN","1184.101","1184.059","1183.879","1183.966","1184.022","1183.855","1183.904","1183.768","NaN","NaN","NaN","1183.63","1183.99","1183.807","1183.892","1183.894","1183.997","NaN","NaN","1183.739","1183.816","1183.814","1183.877","1183.904"
"73010200","1194.109","1194.906","1195.758","1196.469","1196.297","1196.398","1196.071","1196.254","1196.329","1196.073","1195.294","1195.947","1196.354","1196.233","1196.216","1196.169","1195.844","1195.687","1196.031","1196.134","1196.309","1196.421","1195.825","1196.04","1196.335","1196.08","1196.175","NaN"
"73010600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1199.452","1199.446","1199.256","1199.242","1199.064","1198.753","1199.149","1199.373","1199.523","1199.987","1199.144","1199.666","1200.5","1199.587","NaN","1199.69"
"73010700","1118.34","1118.785","NaN","1118.92","1118.5","NaN","NaN","NaN","1118.25","1117.9","NaN","1118.075","1118.576","1118.808","1118.28","NaN","1118.37","1117.918","1118.186","1118.229","1118.331","1118.463","1117.969","1118.37","1118.682","NaN","1118.337","NaN"
"73011700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1145.053","1145.02","1144.46","NaN","NaN","1144.53","1145.03","1145.117","1144.782","1144.784","1145.014","1145.006","1145.237","1145.542","1145.032","1145.12","1145.329","1145.319","1145.222","1145.264"
"73011800","1117.12","1117.78","NaN","1118.375","1117.49","NaN","NaN","NaN","1117.98","1117.475","NaN","1116.756","1118.165","1117.999","1117.556","1117.408","1116.822","1116.782","1117.404","1117.372","1117.817","1118.783","1117.581","1117.705","1118.351","1117.887","1117.658","NaN"
"73012800","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1134.63","1132.8","NaN","1133.82","NaN","1132.79","1133.806","1133.714","1132.639","NaN","1133.434","1133.208","1133.897","1134.017","1133.354","1133.682","1134.14","NaN","NaN","NaN"
"73013600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1085.612","1086.181","1086.284","1086.385","1086.092","1086.504","1085.853","1085.873","1086.19","1084.889","1086.477","NaN","1085.985","1087.064","1087.71","1086.685","1086.727","NaN"
"73013900","1087.587","1088.345","NaN","1088.395","NaN","1087.901","1087.313","1086.948","NaN","1086.84","1086.716","1087.145","1088.138","1087.662","1087.935","1087.938","1087.362","1087.178","1087.53","1087.719","1088.054","NaN","1087.856","1087.737","1088.352","1088.456","1088.469","1088.254"
"73014700","1092.085","NaN","NaN","NaN","1091.013","NaN","1091.4","1091.527","1091.56","1091.754","1091.098","1090.285","1092.389","1092.084","1091.898","1091.949","1090.876","1090.85","1091.639","1091.852","1091.743","1092.801","1091.52","1090.941","1091.475","1092.127","1092.314","1091.983"
"73015000","1092.504","1092.15","1092.598","1092.875","1092.418","1092.54","1092.428","1092.336","1092.155","1091.937","1091.359","1092.79","1092.211","1091.833","1091.879","1092.083","1091.793","1091.439","1091.775","1092.889","1092.445","1093.045","1091.749","1092.241","1092.873","1092.31","1092.6","1092.528"
"73015900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1191.925","1191.9","1192.205","1192.701","1191.871","1192.112","1192.057","1191.535","1191.889","1192.777","1192.519","NaN","1193.135","1192.763","1193.19","1193.208","1192.741","1192.67","1192.518"
"73019000","1122.914","1123.941","1123.2","1123.803","1123.434","1123.897","1122.765","1123.16","1122.97","1122.762","1122.231","1122.825","1123.52","1123.445","NaN","1123.165","1122.62","1122.523","1123.083","1122.792","1123.75","NaN","NaN","1124.125","1124.316","1123.9","1123.75","1123.637"
"73019600","1122.736","1123.326","1122.829","1122.738","1122.996","1122.92","1123.034","1123.145","1123.032","1123.676","1122.5","1122.786","1122.928","1122.642","1122.846","1123.077","1122.319","1122.726","1122.836","1122.674","1122.932","NaN","NaN","1122.664","1123.314","1122.991","1123.116","1123.203"
"73020000","NaN","NaN","1180.7","NaN","NaN","NaN","NaN","NaN","NaN","1180.63","NaN","NaN","1181.177","1181.109","1180.64","1180.675","NaN","1180.78","1181.378","1180.752","1180.894","1181.404","1180.815","1181.227","1181.518","1181.1","1180.868","1181.132"
"73024900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1266.92","NaN","NaN","NaN","1266.238","1266.744","1266.937","1266.075","1266.13","1266.263","1266.553","1266.717","1266.669"
"73028100","NaN","NaN","NaN","1238.084","1237.03","NaN","1236.6","NaN","NaN","NaN","NaN","NaN","NaN","1236.783","NaN","NaN","1236.464","1235.83","1234.93","1235.679","1236.713","NaN","NaN","1236.14","1236.277","1236.858","1236.777","1237.362"
"76003300","NaN","NaN","NaN","NaN","NaN","1144.894","1145.657","1146.192","1144.695","1144.977","1142.964","1143.93","1143.392","1142.863","1142.403","1143.372","1144.722","1142.356","1142.148","1142.323","1141.474","1144.007","1142.074","1141.054","1141.282","1141.03","1140.977","1141.447"
"76007200","NaN","NaN","NaN","NaN","1047.99","NaN","NaN","NaN","NaN","NaN","NaN","1048.41","1046.53","1045.785","1045.27","NaN","NaN","NaN","1046.54","1046.586","1047.505","1047.94","1046.676","1046.703","1047.544","1047.708","1047.419","1047.808"
"76009400","NaN","NaN","NaN","1287.753","1287.541","1287.749","1287.493","1287.474","1287.521","1287.521","1287.405","1287.53","1287.59","1287.228","1287.118","1287.225","1286.747","1286.73","1287.003","1287.034","1287.152","1287.303","1286.898","1287.012","1287.273","NaN","NaN","NaN"
"77000700","NaN","1192.88","1193.195","NaN","1193.34","NaN","NaN","NaN","1193.252","1193.017","1193.389","1193.093","1193.142","1193.676","1193.13","1193.304","1192.578","1193.37","1193.593","1192.933","1193.14","1193.893","1193.054","1193.63","1193.946","1193.038","1193.176","1193.83"
"77002300","NaN","NaN","NaN","1223.573","1223.245","1222.78","1222.77","1223.145","1222.765","1223.297","1222.995","1223.06","NaN","1223.4","NaN","1223.07","1223.86","NaN","1223.38","1223.13","NaN","1223.19","1222.65","1223.082","1223.272","1223.293","NaN","NaN"
"77002600","NaN","1198.54","NaN","1199.139","1198.804","1198.777","1198.874","1198.75","1198.906","1199.08","1198.793","1198.781","1199.114","1199.309","1198.922","1199.171","1198.868","1197.767","1199.053","1199.026","NaN","1199.307","1198.86","1199.091","1199.619","1199.163","1198.842","NaN"
"77002700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1196.353","1195.271","1194.735","1195.042","1194.661","1194.945","1195.268","1194.845","1195.091","1195.358","1194.665","1195.081","1195.772","1195.201","1194.458","1194.828"
"77003200","NaN","NaN","NaN","NaN","1199.923","1199.405","1199.468","1199.399","1199.493","1199.488","1199.29","1199.919","1199.69","1199.507","1198.933","1199.65","NaN","NaN","1199.456","NaN","1199.33","1199.621","1199.251","1199.615","1200.3","1199.692","1198.605","1199.862"
"77003500","NaN","NaN","1317.89","1318.099","1318.016","1318.173","1318.192","1318.04","1317.966","1318.171","1317.831","1317.958","1317.869","1317.84","1317.688","1317.841","1317.441","1317.284","1317.558","1317.55","1317.978","1317.768","1317.363","1317.594","1318.088","1317.878","1317.818","1318.099"
"77006300","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1309.942","1310.339","1310.15","1310.751","1310.585","1310.683","1310.675","1310.812","1310.393","1310.374","1310.69","1310.379","1310.713","1310.89","1310.494","1310.768","1310.899","1310.387","1310.72","1311.01"
"77006700","1184.698","1184.854","1184.846","1184.93","1184.854","1184.796","1184.706","1184.276","1184.764","1184.656","1184.402","1184.715","1185.035","1184.644","1184.511","1184.684","1184.256","1184.411","1184.804","1184.476","1184.589","1185.031","1184.444","1184.661","1184.844","1184.64","1184.575","1184.868"
"77008400","1183.243","1183.274","1183.313","1183.372","1183.312","1183.75","1183.243","1183.43","1183.341","1183.363","1183.264","1183.272","1183.527","1182.993","1183.43","1183.61","1182.738","1183.455","1183.259","1183.204","1183.26","1183.486","1183.184","1183.544","1183.516","NaN","1183.184","1183.349"
"77008900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1317.477","1317.171","1316.749","1316.949","1317.315","1317.232","1316.919","1316.806","1316.301","1316.991","1316.485","1317.3","NaN","1317.039","1316.528","1316.998","1317.145","1316.476","1316.576","1316.917"
"77010500","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1295.83","NaN","NaN","NaN","NaN","NaN","NaN","1296.02","1296.377","1295.451","1296.06","1296.408","1296.286","1296.672","1296.98","1295.813","1297.334","1297.08","1296.585","1296.694","NaN"
"77012000","NaN","NaN","NaN","NaN","NaN","NaN","1277.073","1277.701","1277.55","1277.584","1276.633","1277.33","1277.72","1277.803","1276.779","1276.586","1275.941","1275.565","1276.108","1276.466","1276.46","1277.832","1277.244","1276.824","1277.396","1276.983","1276.75","1277.068"
"77014900","NaN","1227","1226.705","1226.644","1226.7","1226.932","1226.675","1226.672","1226.718","1226.835","1226.478","1226.656","1226.785","1226.717","1226.59","1226.768","1226.405","1226.411","1226.554","1226.546","1226.755","1226.711","1226.597","1226.886","1226.785","1226.76","1226.71","1226.881"
"77015000","1253.552","1254.481","1254.816","1255.238","1255.51","1256.245","1257.225","1256.439","1255.053","1254.888","1253.412","1255.364","1255.628","1256.073","1254.772","1254.593","1254.24","1254.181","1255.001","1255.907","1255.852","1257.104","1255.303","1255.049","1255.851","1255.343","1255.027","1255.904"
"77015400","1331.433","1331.91","1331.514","1332.174","1331.705","1331.993","1331.786","1331.758","1331.96","1331.938","1331.543","1331.942","1332.35","1332.265","1331.91","1332.591","1331.715","1331.636","1331.984","1331.664","1332.24","1332.375","1331.748","1331.914","1332.307","1332.099","1332.185","1332.698"
"77018100","1322.013","1323.338","1322.67","1323.423","1322.765","1323.176","1323.19","1323.031","1322.803","1322.77","1321.928","1323.239","1323.402","1323.473","1322.267","1323.388","1322.272","1322.385","1322.887","1322.554","1322.944","1323.69","1322.729","1323.253","1323.929","1323.234","1322.767","1323.652"
"77021500","1254.355","1254.5","1254.455","1255.277","1255.574","1256.014","1256.414","1256.648","1256.239","1256.603","1255.81","1256.29","1256.311","1255.856","1255.428","1255.876","1255.645","1255.727","1255.766","1255.895","1256.292","1256.848","1256.395","1256.434","1256.936","1256.349","1256.033","1256.346"
"80000500","1367.3","NaN","NaN","NaN","NaN","NaN","NaN","1367.67","1367.779","1368.11","1367.04","1367.99","1367.08","1366.73","NaN","1367.565","1366.958","1367.165","1367.78","1367.337","1368.276","1367.965","1367.015","1367.654","1368.188","1367.242","1367.935","1366.73"
"80003400","NaN","1367.063","1367.242","1367.35","1366.975","NaN","NaN","1367.02","NaN","1366.85","1366.897","1367.326","1366.994","1367.258","1367.192","1366.935","1367.204","1367.12","1367.482","1367.486","1367.237","1367.116","1367.06","1367.264","1367.777","1367.485","1367.622","NaN"
"80003700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1383.348","1380.873","1381.582","1380.131","1379.102","1378.302","1379.576","1379.992","1379.781","1379.958","1381.597","1381.31","1382.008","1380.075","1380.431","1381.337","1379.954","1379.719","1380.529"
"80003900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1200.524","1200.371","1200.639","1200.551","1200.082","1200.733","1200.711","NaN","1201.103","1200.787"
"81000300","1120.387","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1120.968","1120.734","1121.108","1120.64","1121.177","1120.828","NaN","1120.324","1120.766","1120.475","1120.104","1120.751","1120.702","NaN","NaN","NaN"
"81001400","1035.528","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1035.205","1036.075","1034.845","1037.417","1037.793","1036.947","1037.517","1036.977"
"81008300","1016.73","1016.942","1016.943","1017.258","1017.23","1016.98","1016.78","NaN","1016.48","1016.125","1016.535","NaN","1016.94","NaN","NaN","1016.467","1016.589","1016.489","1016.609","1016.568","1017.023","1016.676","1016.44","1016.744","1016.834","1016.884","1017.14","NaN"
"81009500","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","799.698","NaN","798.711","798.225","798.395","796.89","NaN","799.28","799.465","799.515","NaN","NaN","NaN","NaN"
"82000200","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","797.09","797.277","796.828","797.005","796.904","NaN","797.006","796.93","NaN","797.203","797.142","797.07","797.625","NaN","NaN","NaN"
"82000400","NaN","NaN","NaN","900.97","NaN","905.469","905.34","905.453","905.236","905.07","903.969","905.023","905.44","904.935","903.14","902.743","903.017","901.968","902.223","900.806","NaN","903.087","903.038","904.078","904.2","NaN","905.117","NaN"
"82000900","NaN","NaN","886.98","887.875","NaN","888.887","889.003","889.055","889.002","888.742","887.676","888.026","888.454","888.489","887.468","886.898","886.753","886.115","886.503","885.496","885.432","887.029","886.541","886.868","887.481","886.962","887.6","888.071"
"82001000","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","881.638","NaN","NaN","NaN","NaN","881.431","882.6","NaN","882.138","884.063","886.495","NaN","NaN","NaN"
"82001100","NaN","NaN","NaN","NaN","NaN","NaN","855.141","854.932","854.786","854.977","853.984","854.915","855.334","855.15","854.904","854.498","854.004","852.996","854.373","851.139","846.81","848.049","848.467","848.472","853.548","854.268","854.984","855.137"
"82001400","NaN","NaN","NaN","NaN","NaN","NaN","904.913","903.824","903.914","904.674","904.576","905.294","905.41","904.717","904.419","904.617","904.48","904.335","904.656","903.898","NaN","NaN","905.445","905.73","905.743","905.127","905.225","905.852"
"82001500","NaN","NaN","NaN","NaN","NaN","NaN","909.258","907.44","908.979","908.906","908.073","909.046","910.094","909.512","908.639","908.328","908.029","906.938","907.502","904.918","904.213","905.16","905.031","905.137","906.462","905.867","906.798","907.703"
"82001600","NaN","NaN","NaN","NaN","NaN","NaN","883.341","883.957","883.152","883.376","882.972","883.605","883.425","883.249","883.163","883.185","883.088","882.895","883.526","882.933","883.408","883.64","883.3","883.412","883.55","883.783","884.102","883.786"
"82001700","NaN","NaN","NaN","NaN","NaN","885.7","884.527","884.727","884.241","884.38","883.887","885.119","884.6","884.395","883.987","884.708","884.518","884.235","884.545","884.21","884.482","885.459","884.413","884.409","884.613","884.532","884.673","884.605"
"82001800","NaN","NaN","NaN","NaN","NaN","891.5","889.034","887.192","888.956","888.842","887.831","888.889","889.618","889.426","888.51","888.271","888.127","887.062","887.302","886.131","885.982","887.473","887.199","887.243","888.412","888.153","889.051","889.429"
"82001900","NaN","NaN","NaN","NaN","NaN","NaN","853.296","853.47","853.281","853.335","853.117","852.754","853.802","853.759","853.835","853.93","853.686","853.806","853.636","853.607","854.402","854.16","853.904","853.906","854.329","853.987","854.225","854.415"
"82002000","NaN","NaN","NaN","NaN","NaN","NaN","890.321","890.598","890.327","890.581","890.471","890.721","890.932","890.16","890.259","889.904","889.612","889.651","889.559","889.522","889.804","889.873","889.312","889.519","889.98","889.95","889.929","890.021"
"82002100","NaN","NaN","NaN","NaN","NaN","NaN","844.87","845.046","845.143","845.445","844.914","845.69","844.835","844.285","845.07","845.299","844.904","845.277","845.43","845.028","844.948","844.805","844.691","844.937","NaN","NaN","844.946","845.261"
"82002300","NaN","NaN","NaN","NaN","NaN","NaN","945.35","945.274","944.686","944.316","943.247","943.749","944.588","944.896","944.013","943.679","943.116","941.998","942.514","941.103","940.49","941.807","941.148","941.11","942.082","941.795","942.652","943.522"
"82002500","NaN","NaN","NaN","NaN","NaN","NaN","NaN","946.885","946.273","946.014","944.886","945.534","946.093","946.633","945.968","945.356","944.777","943.912","944.668","943.344","942.555","944.004","942.38","942.979","943.956","943.648","944.587","945.215"
"82002800","929.92","NaN","NaN","NaN","NaN","NaN","930.188","930.192","930.058","930.252","930.154","930.4","930.452","929.83","929.947","929.821","929.612","929.486","929.745","929.502","929.49","929.707","929.324","929.858","929.841","929.784","929.888","930.015"
"82003000","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","912.84","911.409","912.004","912.645","NaN","913.087","912.211","911.808","910.816","911.172","910.343","910.21","911.402","911.091","911.117","911.588","911.526","911.987","912.913"
"82003100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","912.906","911.466","911.99","912.725","NaN","NaN","912.102","911.8","908.77","911.108","908.34","906.847","906.92","906.577","906.609","908.908","908.861","911.188","912.915"
"82003300","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","917.518","917.355","916.485","915.745","914.576","915.334","913.88","912.783","913.672","913.463","913.543","914.24","914.435","915.807","916.758"
"82003400","NaN","NaN","NaN","NaN","NaN","932.911","932.65","931.816","930.165","932.016","931.829","932.226","932.575","932.076","931.729","931.887","931.921","930.942","931.45","930.247","930.562","931.424","930.658","931.288","931.784","931.645","931.915","932.026"
"82003500","NaN","NaN","940.11","NaN","NaN","939.804","939.645","940.205","940.084","940.083","939.949","939.823","940.54","940.464","940.204","940.029","940.163","940.253","940.406","940.059","940.203","940.228","940.26","940.852","940.882","940.19","940.252","940.378"
"82003600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1006.949","1007.351","1006.77","1006.81","1007.532","1007.745","1006.833","1006.173","1004.646","1003.543","1003.871","1002.605","1002.197","1003.505","1003.015","1003.727","1003.117","1002.869","1004.106","1005.54"
"82004200","NaN","NaN","NaN","NaN","NaN","917.76","918.217","918.051","917.526","917.466","917.165","917.448","917.387","917.437","917.213","916.834","916.268","916.04","916.31","915.86","916.056","916.902","915.736","916.009","916.908","916.778","916.675","917.33"
"82004400","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","912.394","910.474","912.679","910.99","NaN","NaN","911.21","910.32","908.3","909.533","907.85","906.276","906.811","906.643","906.344","907.863","908.089","910.55","912.388"
"82004500","NaN","NaN","NaN","868.659","868.633","868.788","869.089","868.923","868.835","868.649","868.599","868.626","868.756","868.681","868.771","868.739","868.68","868.782","868.822","868.688","868.664","868.687","868.543","868.651","868.681","868.7","868.774","868.898"
"82004600","NaN","NaN","NaN","NaN","NaN","NaN","850.96","851.187","850.698","851.626","850.49","850.603","851.781","851.943","851.899","NaN","NaN","NaN","850.355","849.635","849.3","850.307","849.375","849.269","849.859","849.382","849.83","852.298"
